Channel Title,Channel Username,ID,Message,Date,Media Path
Sheger online-store,@Shageronlinestore,7395,"💥GROOMING SET 

✂️ ሶስት በአንድ የያዘ የፀጉር ማሽን እና ሼቨር                                             
✂️ የሚሰራ ጥራት ባለው ግብአት እና ዲዛየን  የተሰራ 

✂️የራስ ፀጉር እና ፂምን በስርአት እና በጥራት ለማስተካከል አስተማማኝ ማሽን 

✂️በሚፈልጉት መጠን ለመቁረጥ መቀያየሪ ቁጥሮች ያሉት 

✂️ጥቃቅን ለስላሳ ምላጮች እየተሽከረከሩ ምቾትን በተላበሰ መልኩ ፂምዎን ያስምሩሉዎታል

✂️እንደ ምላጭ ወይም የፀጉር ቶንዶስ ምቾት የማይነሳ በልስላሴ አንገትና አገጭ ስር ሙልጭ አድርጎ የሚላጭ                                                                                                   

     ዋጋ፦ ✅ 2,300 ብር

          
❌ዉስን ፍሬ ነው ያለን
❌ limited stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-20 15:25:40+00:00,photos/@Shageronlinestore_7395.jpg
Sheger online-store,@Shageronlinestore,7394,,2025-06-20 11:47:53+00:00,photos/@Shageronlinestore_7394.jpg
Sheger online-store,@Shageronlinestore,7393,"💥 1L  Water Bottle

      💯High Quality

⚡️ 1L water time scale reminder, outdoor sports and fitness

         ዋጋ:-800ብር

✌️ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore             ",2025-06-20 11:47:53+00:00,photos/@Shageronlinestore_7393.jpg
Sheger online-store,@Shageronlinestore,7392,,2025-06-20 09:03:23+00:00,photos/@Shageronlinestore_7392.jpg
Sheger online-store,@Shageronlinestore,7391,"💥 Sonifer Steam Iron 

      የልብስ መቶከሻ

💯 High Quality ®️

⚡️ Ceramic Soleplate
⚡️Temperature Control dial 
⚡️Powerful Burst Function
⚡️variable Steam Control
⚡️Spray and Steam Function
⚡️Overheat Protection
⚡️Transparent Water Level Window
⚡️ Flexible 360° Swivel Cord 
⚡️Voltage AC 220-240V

      ዋጋ፦ 2900ብር✅

❌ዉስን ፍሬ ነው ያለን❌
❌ limited stock❌

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-20 09:03:23+00:00,photos/@Shageronlinestore_7391.jpg
Sheger online-store,@Shageronlinestore,7390,"💥Sayona multifunctional juicer and extractor

✨Best Quality 

✨ ብርቱካን ካሮት አፕል አናናስ ጁስ ይሰራል ፋይበሩን ለብቻ ያስወግዴል
✨ የፍራፍሬ ጁስ ይሰራል
✨ ሽንኩርትና ስጋ ይፈጫል
✨ቡናና ቅመማ ቅመም ይፈጫል።

             ዋጋ፦8500 ብር✅
                            
ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን  ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-20 06:48:11+00:00,photos/@Shageronlinestore_7390.jpg
Sheger online-store,@Shageronlinestore,7389,,2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7389.jpg
Sheger online-store,@Shageronlinestore,7388,,2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7388.jpg
Sheger online-store,@Shageronlinestore,7387,,2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7387.jpg
Sheger online-store,@Shageronlinestore,7386,,2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7386.jpg
Sheger online-store,@Shageronlinestore,7385,,2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7385.jpg
Sheger online-store,@Shageronlinestore,7384,"📣 2in1 long handled bath brush

💥ለአያያዝ ምቹ 
💥በቀላሉ የማንደርስበትን የጀርባ ክፍል ለማሸት ተመራጭ
💥ለቆዳ ተስማሚ የሆነ ብሩሽ
💥በሁለቱም በኩል የሚያሽ

ዋጋ፦  💰🏷  450 ብር

🏢 አድራሻ ቁ.1 👉ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore             ",2025-06-19 12:31:30+00:00,photos/@Shageronlinestore_7384.jpg
Sheger online-store,@Shageronlinestore,7383,"💥Miralux Hot plate
 ባለሁለት ምድጃ ስቶቭ

      💯orginal

⚡️ 2000 ዋት
⚡️ ፊውዝ የተገጠመለት
⚡️ ትልቅ ድስት መሸከም የሚችል
⚡️ አስተማማኝ ቴርሞስታት
⚡️ ባለ ፊውዝ

ዋጋ፦ ትልቁ :- 2900ብር✅



አድራሻ 📍 ቁ.1 👉መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819

     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-19 06:31:31+00:00,photos/@Shageronlinestore_7383.jpg
Sheger online-store,@Shageronlinestore,7382,"💥7pcs glass water set

✔️ አንድ ማራኪ ጆግና 6 መጠጫ ብርጭቆዎች
✔️ የፈሳሽ መጠጥ ማቅረቢያ
✔️ ከፍተኛ ሙቀት የሚቋቋም
✔️ ኳሊቲ ወፍራም

 ዋጋ፦ ✅ 3,400 ብር

  ውስን ፍሬ ነው የቀረው ❌

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore          ",2025-06-18 11:19:11+00:00,photos/@Shageronlinestore_7382.jpg
Sheger online-store,@Shageronlinestore,7381,,2025-06-18 11:19:11+00:00,photos/@Shageronlinestore_7381.jpg
Sheger online-store,@Shageronlinestore,7380,,2025-06-18 11:19:11+00:00,photos/@Shageronlinestore_7380.jpg
Sheger online-store,@Shageronlinestore,7379,,2025-06-18 11:19:11+00:00,photos/@Shageronlinestore_7379.jpg
Sheger online-store,@Shageronlinestore,7378,,2025-06-18 11:19:10+00:00,photos/@Shageronlinestore_7378.jpg
Sheger online-store,@Shageronlinestore,7377,"🎯 Universal water-saving dishwasher head

🔰Increase water outlet pressure and rinse efficiently.
🔰360 ° rotating head
🔰100% functional !!

ዋጋ፦  💰🏷  400 ብር

♦️ውስን ፍሬ ነው ያለው 

አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-18 07:12:03+00:00,
Sheger online-store,@Shageronlinestore,7376,"💥 special base for refrigerator and washing machine

👉Home moving furniture caster wheel heavy objects transporter small mover labor-saving moving wheels bed tool
⚡️ከ45cm እስከ 70cm መለጠጥ የሚችል

    ዋጋ፦💰🏷  2,000 ብር

  ♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 18:32:21+00:00,
Sheger online-store,@Shageronlinestore,7375,"💥 special base for refrigerator and washing machine

👉Home moving furniture caster wheel heavy objects transporter small mover labor-saving moving wheels bed tool

ዋጋ፦  💰🏷  2000 ብር✅

   ♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 18:32:20+00:00,photos/@Shageronlinestore_7375.jpg
Sheger online-store,@Shageronlinestore,7374,,2025-06-17 14:55:21+00:00,photos/@Shageronlinestore_7374.jpg
Sheger online-store,@Shageronlinestore,7373,,2025-06-17 14:55:21+00:00,photos/@Shageronlinestore_7373.jpg
Sheger online-store,@Shageronlinestore,7372,,2025-06-17 14:55:21+00:00,photos/@Shageronlinestore_7372.jpg
Sheger online-store,@Shageronlinestore,7371,,2025-06-17 14:55:21+00:00,photos/@Shageronlinestore_7371.jpg
Sheger online-store,@Shageronlinestore,7370,"💥Vintage Mason Glass Drinking Jar with Straw

👉የራሳቸው ስትሮ ያላቸው እጅግ ውብ የሆኑ የጁስ መጠጫ ብርጭቆወች

🍸500ml

      ዋጋ፦ 550ብር✅✅

♦️ውስን ፍሬ ነው ያለው 

🏢 አድራሻ  ቁ.1👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819



    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 14:55:21+00:00,photos/@Shageronlinestore_7370.jpg
Sheger online-store,@Shageronlinestore,7369,"📣 HOBBY LOBBY 3 in 1 Chopper and Garlic Peeler

#ስጋ እና ሽንኩርት በሰከንዶች ድቅቅ የሚያደርግ 

#የነጭ_ሽንኩርት የራሱ መላጫ ያለው


✔️ Two 3-liter jars
✔️ One is metal and the other is thick glass.
✔️ With 4 blades and 2 blades grinder
👀 Meat, gizzards, vegetables, onions, and garlic are ground into it.👀
🔔 Dried and peeled garlic cloves with a peeler🔔
📌 An additional switch with 4 blades
✔️ 3-press grinder

    ዋጋ:- 3900ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 08:41:24+00:00,
Sheger online-store,@Shageronlinestore,7368,"📣 HOBBY LOBBY 3 in 1 Chopper and Garlic Peeler

#ስጋ እና ሽንኩርት በሰከንዶች ድቅቅ የሚያደርግ 

#የነጭ_ሽንኩርት የራሱ መላጫ ያለው


✔️ Two 3-liter jars
✔️ One is metal and the other is thick glass.
✔️ With 4 blades and 2 blades grinder
👀 Meat, gizzards, vegetables, onions, and garlic are ground into it.👀
🔔 Dried and peeled garlic cloves with a peeler🔔
📌 An additional switch with 4 blades
✔️ 3-press grinder

    ዋጋ:- 3900ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 08:41:24+00:00,
Sheger online-store,@Shageronlinestore,7367,,2025-06-17 08:41:24+00:00,photos/@Shageronlinestore_7367.jpg
Sheger online-store,@Shageronlinestore,7366,"📣 HOBBY LOBBY 3 in 1 Chopper and Garlic Peeler

#ስጋ እና ሽንኩርት በሰከንዶች ድቅቅ የሚያደርግ 

#የነጭ_ሽንኩርት የራሱ መላጫ ያለው


✔️ Two 3-liter jars
✔️ One is metal and the other is thick glass.
✔️ With 4 blades and 2 blades grinder
👀 Meat, gizzards, vegetables, onions, and garlic are ground into it.👀
🔔 Dried and peeled garlic cloves with a peeler🔔
📌 An additional switch with 4 blades
✔️ 3-press grinder

    ዋጋ:- 3900ብር

📍ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-06-17 08:41:24+00:00,photos/@Shageronlinestore_7366.jpg
Sheger online-store,@Shageronlinestore,7365,,2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7365.jpg
Sheger online-store,@Shageronlinestore,7364,,2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7364.jpg
Sheger online-store,@Shageronlinestore,7363,,2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7363.jpg
Sheger online-store,@Shageronlinestore,7362,,2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7362.jpg
Sheger online-store,@Shageronlinestore,7361,,2025-06-17 07:27:32+00:00,photos/@Shageronlinestore_7361.jpg
